Name;Mean;Lower 90% CI; Upper 90% CI; Lower 95% CI; Upper 95% CI;
Customers arrived;193,024;192,30756;193,74044;192,17037;193,87763;
Customers departed;192,908;192,20346;193,61254;192,06855;193,74745;
Customers in system;24,027087944603107;23,83325;24,22093;23,79613;24,25805;
Time in system;59,47631452514498;59,18782;59,76481;59,13257;59,82005;
Customers in system at the end;0,116;0,07197;0,16003;0,06353;0,16847;
Customers in check in queue;2,893371097971233;2,77435;3,01239;2,75156;3,03519;
Time in check in queue;6,958809981632307;6,6973;7,22032;6,64722;7,2704;
Customers in payment queue;0,5077805481908063;0,50043;0,51513;0,49902;0,51654;
Time in payment in queue;1,2637838253753688;1,24583;1,28174;1,24239;1,28518;
Customers in parking lot;0,8315541884359019;0,81361;0,84949;0,81018;0,85293;
Time in parking lot;1,5980863554718934;1,56455;1,63162;1,55813;1,63804;
Free clerks;4,705037547519193;4,69097;4,71911;4,68827;4,7218;
Free mechanics group 1;2,789038892355508;2,76516;2,81292;2,76059;2,81749;
Free mechanics group 2;3,4733456569753014;3,43438;3,51231;3,42692;3,51977;
Labour costs;51900
Number of replications;1000
